,Open Price,PM Beginning Price,PM High Price,Prior Day Price Action Trend,Premarket Move Change Classification,Premarket Move Time Classification,LOD move
545,2.6,2.24,3.3999,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.11068702290076336
546,1.23,1.0,1.3779,Extreme Uptrend,Medium-Small Retracement,Sudden Downmove,-0.16993464052287582
547,3.16,2.8492,3.75,Large Uptrend,Medium Retracement,Sudden Upmove to Fade,-0.16858237547892718
548,10.65,13.6,16.8,Extreme Uptrend,Back to where it came from,Sudden Upmove to Fade,-0.03999999999999995
549,2.72,2.51,3.25,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.04494382022471914
550,2.34,2.3,2.6,Sideways,Full Retracement,Medium Downtrend,-0.011546536039188331
551,1.89,1.99,2.3,Sideways,Full Retracement,Sudden Upmove to Fade,-0.001233770048763287
552,2.73,1.04,2.82,Slight Uptrend,Barely Retraces,Equal Uptrend/Downtrend,-0.05198776758409784
553,3.48,3.23,4.33,Slight Uptrend,Medium Retracement,Long Downtrend,-0.16190476190476186
554,2.9,2.5,3.21,Large Uptrend,Medium Retracement,Medium Downtrend,-0.09810126582278482
555,5.9,3.4738,6.18,Large Uptrend,Barely Retraces,Medium Uptrend then downmove,-0.14634146341463408
556,1.29,1.21,1.4,Sideways,Medium Retracement,Equal Uptrend/Downtrend,-0.020242914979757193
557,2.78,2.72,3.6,Sideways,Full Retracement,Medium Downtrend,-0.0813061280666139
558,1.75,1.44,2.5,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.10030395136778117
559,4.4,3.39,7.05,Uptrending,Medium Retracement,Sudden Downmove,-0.3492957746478873
560,2.39,2.4,2.9,Slight Uptrend,Full Retracement,Sudden Upmove to Fade,-0.00836820083682009
561,2.04,1.49,2.8,Sideways,Medium-Small Retracement,Sudden Upmove to Fade,-0.09036144578313247
562,7.5,4.8099,8.09,Slight Uptrend,Small Retracement,Sudden Downmove,-0.04456152747269637
563,1.85,1.81,2.15,Large Uptrend,Full Retracement,Equal Uptrend/Downtrend,-0.022654087339698335
564,11.62,10.9,12.17,Large Uptrend,Medium Retracement,Sudden Downmove,-0.014077558135710202
565,2.83,2.52,3.34,Sideways,Medium Retracement,Equal Uptrend/Downtrend,-0.14204330965372866
566,10.04,9.0,11.4,Large Uptrend,Medium Retracement,Equal Uptrend/Downtrend,-0.0068524151868887585
567,1.38,1.2,1.39,Large Uptrend,Barely Retraces,Medium Downtrend,-0.01886792452830182
568,1.5,1.32,1.64,Slight Uptrend,Medium Retracement,Sudden Upmove to Fade,-0.05882352941176463
569,3.25,2.9,3.94,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.01123595505617982
570,1.81,1.81,2.3,Extreme Uptrend,Full Retracement,Medium Downtrend,-0.07495374768738433
571,8.59,7.5,9.5,Slight Downtrend,Medium Retracement,Medium Downtrend,-0.056185165197577464
572,6.45,2.64,9.71,Sideways,Small Retracement,Sudden Upmove to Fade,-0.07450980392156867
573,8.7,8.09,9.3051,Extreme Uptrend,Medium Retracement,Sudden Downmove,-0.07455621301775137
574,4.9,4.49,5.6999,Slight Downtrend,Medium Retracement,Sudden Upmove to Fade,-0.051514612602999575
575,1.6,1.45,1.7,Slight Downtrend,Medium Retracement,Medium Downtrend,-0.034825870646766094
576,3.5,1.25,3.85,Sideways,Barely Retraces,Sudden Downmove,-0.16423357664233582
577,1.36,1.25,1.54,Large Uptrend,Medium Retracement,Equal Uptrend/Downtrend,-0.06702676160078573
578,6.88,5.23,6.85,Large Uptrend,Barely Retraces,Sudden Downmove,0.0
579,1.63,0.58,1.75,Slight Downtrend,Barely Retraces,Sudden Downmove,-0.255813953488372
580,4.49,3.36,5.27,Sideways,Medium-Small Retracement,Sudden Upmove to Fade,-0.024271844660194303
581,5.6,4.8,5.7,Sideways,Barely Retraces,Equal Uptrend/Downtrend,-0.020127602786055115
582,1.38,1.29,1.5,Downtrending,Medium Retracement,Medium Uptrend then downmove,-0.010600706713781006
583,2.3,2.22,2.58,Large Uptrend,Full Retracement,Sudden Upmove to Fade,-0.10778443113772451
584,1.3,1.46,1.77,Extreme Uptrend,Full Retracement,Equal Uptrend/Downtrend,-0.009259259259259267
585,8.81,7.1,10.12,Sideways,Medium-Small Retracement,Sudden Upmove to Fade,-0.07874561013008854
586,1.31,2.0,3.2,Slight Uptrend,Full Retracement,Equal Uptrend/Downtrend,-0.14713216957605982
587,2.12,1.93,2.89,Uptrending,Medium Retracement,Long Downtrend,-0.1656311024320966
588,6.65,5.76,7.52,Downtrending,Medium Retracement,Sudden Upmove to Fade,0.0
589,2.21,2.11,3.28,Sideways,Medium Retracement,Equal Uptrend/Downtrend,-0.11910517474495029
590,2.61,2.48,3.2,Sideways,Medium Retracement,Long Downtrend,-0.009287925696594436
591,6.46,5.36,8.25,Large Uptrend,Medium Retracement,Medium Downtrend,-0.05621301775147928
592,1.9,1.71,2.05,Sideways,Medium Retracement,Medium Downtrend,-0.0555555555555556
593,6.33,4.2,9.01,Slight Uptrend,Medium-Small Retracement,Sudden Upmove to Fade,-0.023474178403755867
594,3.8,2.95,4.15,Uptrending,Medium-Small Retracement,Medium Downtrend,-0.12903225806451624
595,3.04,2.85,3.55,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.010135593220338995
596,3.3,3.55,4.45,Large Uptrend,Full Retracement,Sudden Upmove to Fade,0.0
597,20.31,13.52,20.3,Extreme Uptrend,Barely Retraces,Sudden Downmove,-0.06483790523690779
598,2.9,2.45,3.32,Uptrending,Medium Retracement,Sudden Upmove to Fade,-0.12003519859205632
599,2.7,2.57,3.24,Uptrending,Medium Retracement,Sudden Upmove to Fade,
600,4.75,5.0,5.79,Large Uptrend,Full Retracement,Sudden Upmove to Fade,-0.05052631578947373
601,1.68,1.5,1.9,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.005928143712574862
602,1.57,1.59,2.14,Sideways,Full Retracement,Sudden Upmove to Fade,-0.1007194244604316
603,1.39,1.21,1.4,Slight Downtrend,Barely Retraces,Sudden Downmove,0.0
604,6.63,4.95,9.3,Slight Uptrend,Medium-Small Retracement,Sudden Upmove to Fade,-0.0531561461794019
605,7.82,7.39,8.47,Extreme Uptrend,Medium Retracement,Medium Downtrend,-0.0331034482758621
606,4.24,4.5,5.94,Uptrending,Full Retracement,Sudden Upmove to Fade,-0.02467343976777938
607,2.56,2.12,2.6,Uptrending,Barely Retraces,Equal Uptrend/Downtrend,
608,1.45,1.47,1.6,Downtrending,Full Retracement,Medium Uptrend then downmove,-0.030674846625766763
609,3.61,2.75,4.0,Slight Downtrend,Medium-Small Retracement,Sudden Upmove to Fade,
610,2.0,0.5,2.09,Downtrending,Barely Retraces,Long Uptrend then downmove,
611,6.0,5.42,6.29,Slight Uptrend,Medium-Small Retracement,Sudden Downmove,
612,2.1,1.92,2.35,Large Uptrend,Medium Retracement,Sudden Upmove to Fade,-0.14317302377003865
613,2.02,2.0,2.89,Slight Downtrend,Full Retracement,Sudden Upmove to Fade,-0.11111111111111108
614,11.17,10.4,13.72,Extreme Uptrend,Medium Retracement,Long Downtrend,-0.07280334728033466
615,1.21,1.09,1.3,Slight Downtrend,Medium Retracement,Equal Uptrend/Downtrend,-0.039370078740157514
616,1.69,1.37,1.97,Extreme Uptrend,Medium-Small Retracement,Sudden Downmove,-0.10476190476190479
617,5.73,3.7799,7.84,Downtrending,Medium-Small Retracement,Medium Downtrend,-0.17591066501231498
618,2.49,2.54,2.99,Slight Uptrend,Full Retracement,Long Downtrend,-0.025540275049115893
619,8.57,8.3,12.8,Large Uptrend,Medium Retracement,Long Downtrend,-0.27666666666666667
620,25.62,3.43,29.0,Extreme Downtrend,Barely Retraces,Medium Uptrend then downmove,-0.2649363369245838
621,2.95,2.36,3.27,Downtrending,Medium-Small Retracement,Sudden Upmove to Fade,-0.09187279151943471
622,3.92,3.22,4.6,Slight Downtrend,Medium Retracement,Medium Downtrend,-0.09074377159483542
623,2.51,2.39,2.83,Downtrending,Medium Retracement,Sudden Upmove to Fade,-0.014084507042253534
624,24.95,18.19,25.38,Extreme Uptrend,Barely Retraces,Equal Uptrend/Downtrend,
625,19.8,13.7,19.69,Extreme Uptrend,Barely Retraces,Sudden Downmove,-0.25164527986265495
626,1.9,1.86,2.4799,Extreme Downtrend,Full Retracement,Equal Uptrend/Downtrend,
627,2.7,2.45,2.99,Slight Downtrend,Medium Retracement,Long Uptrend then downmove,-0.1250000000000001
628,3.51,2.65,3.55,Extreme Uptrend,Barely Retraces,Long Uptrend then downmove,-0.33056634087561926
629,2.75,1.92,3.18,Downtrending,Medium-Small Retracement,Long Downtrend,-0.10330578512396695
630,1.35,1.27,1.46,Downtrending,Medium Retracement,Long Downtrend,-0.17177914110429437
631,6.28,4.0,6.8610000000000015,Downtrending,Small Retracement,Sudden Downmove,-0.1390625000000001
632,9.4,6.98,9.9,Extreme Uptrend,Small Retracement,Sudden Downmove,
633,1.33,1.3299,1.6599,Slight Uptrend,Full Retracement,Long Downtrend,-0.01893939393939404
634,4.55,4.07,5.71,Slight Downtrend,Medium Retracement,Sudden Upmove to Fade,
635,3.42,2.01,4.15,Downtrending,Small-Medium Retracement,Long Downtrend,-0.01623376623376632
636,2.51,2.19,2.54,Downtrending,Barely Retraces,Medium Uptrend then downmove,-0.12875536480686706
637,2.1,2.04,2.44,Extreme Downtrend,Full Retracement,Long Downtrend,-0.05709795704557359
638,3.94,3.25,4.09,Extreme Downtrend,Small Retracement,Sudden Downmove,-0.15268456375838932
639,5.02,4.0,5.42,Extreme Downtrend,Medium-Small Retracement,Long Downtrend,-0.1267703349282296
640,3.2,2.72,3.35,Extreme Downtrend,Small-Medium Retracement,Sudden Downmove,-0.04332129963898921
641,3.0,2.71,4.0,Downtrending,Medium Retracement,Medium Downtrend,
642,2.95,2.8,3.28,Uptrending,Medium Retracement,Sudden Upmove to Fade,-0.0380761523046093
643,4.19,3.83,5.2,Downtrending,Medium Retracement,Medium Downtrend,-0.14921465968586384
644,2.15,1.9,2.25,Extreme Downtrend,Medium-Small Retracement,Sudden Upmove to Fade,-0.03181818181818195
645,3.3,2.78,3.4,Downtrending,Small Retracement,Long Downtrend,-0.2425249169435216
646,1.37,1.41,1.74,Sideways,Full Retracement,Sudden Upmove to Fade,-0.1538461538461538
647,4.74,3.78,5.45,Large Uptrend,Medium-Small Retracement,Long Downtrend,-0.1662958712910705
648,1.32,1.2,1.9,Slight Uptrend,Medium Retracement,Medium Downtrend,-0.052486730882642066
649,1.7,1.67,2.2,Uptrending,Full Retracement,Long Downtrend,-0.1487588546937318
650,4.71,4.11,4.85,Sideways,Small-Medium Retracement,Equal Uptrend/Downtrend,-0.1146788990825689
651,3.3499,2.73,3.87,Sideways,Medium-Small Retracement,Sudden Upmove to Fade,-0.05996996996996996
652,1.25,1.18,1.4,Slight Downtrend,Medium Retracement,Medium Downtrend,-0.022521113543947403
653,1.2,1.14,1.45,Extreme Uptrend,Medium Retracement,Equal Uptrend/Downtrend,-0.119013294890277
654,1.21,0.9,1.26,Slight Uptrend,Barely Retraces,Sudden Downmove,-0.11564814814814825
655,3.24,2.95,3.9,Slight Downtrend,Medium Retracement,Medium Downtrend,-0.07407407407407414
656,1.63,1.4,1.69,Slight Downtrend,Small-Medium Retracement,Sudden Upmove to Fade,-0.027777777777777804
657,1.57,1.4,1.8,Extreme Uptrend,Medium Retracement,Long Downtrend,-0.16492693110647189
658,1.31,1.4,1.8,Extreme Uptrend,Full Retracement,Sudden Upmove to Fade,-0.1044776119402986
659,5.0,4.19,5.9,Uptrending,Medium Retracement,Equal Uptrend/Downtrend,-0.028017241379310324
660,3.8,3.75,4.95,Extreme Uptrend,Full Retracement,Long Downtrend,-0.1982248520710059
661,3.63,3.78,4.52,Extreme Uptrend,Full Retracement,Sudden Upmove to Fade,-0.14681440443213292
662,3.47,3.09,3.93,Extreme Uptrend,Medium Retracement,Equal Uptrend/Downtrend,-0.21824104234527686
663,1.42,1.73,2.63,Extreme Uptrend,Full Retracement,Long Downtrend,-0.19047619047619047
664,27.25,23.0,39.88,Large Uptrend,Medium Retracement,Long Downtrend,-0.371716472303207
665,1.47,1.39,1.66,Extreme Uptrend,Medium Retracement,Sudden Upmove to Fade,-0.22147651006711414
666,3.15,3.11,4.12,Large Uptrend,Full Retracement,Long Downtrend,-0.1836734693877552
667,6.39,5.75,8.1,Large Uptrend,Medium Retracement,Long Downtrend,-0.265905383360522
668,1.26,1.15,1.44,Sideways,Medium Retracement,Equal Uptrend/Downtrend,
669,2.55,1.89,2.58,Large Uptrend,Barely Retraces,Sudden Downmove,-0.41823899371069184
670,1.75,1.48,1.89,Slight Downtrend,Medium-Small Retracement,Equal Uptrend/Downtrend,-0.11111111111111108
671,1.95,1.09,1.97,Extreme Uptrend,Barely Retraces,Sudden Downmove,-0.2443181818181818
672,2.97,1.98,3.15,Slight Downtrend,Barely Retraces,Long Uptrend then downmove,-0.21333333333333337
673,2.39,1.6,2.36,Extreme Uptrend,Barely Retraces,Sudden Downmove,-0.2933333333333333
674,12.7,9.73,14.97,Slight Uptrend,Medium-Small Retracement,Medium Downtrend,-0.20454545454545447
675,5.43,4.1,5.37,Sideways,Barely Retraces,Sudden Downmove,
676,4.13,5.03,5.9,Extreme Uptrend,Back to where it came from,Long Uptrend then downmove,-0.05647058823529417
677,6.35,3.25,6.8808,Slight Downtrend,Barely Retraces,Sudden Downmove,-0.014193711726822423
678,2.55,2.39,3.05,Slight Uptrend,Medium Retracement,Long Downtrend,-0.007566827636031883
679,2.78,2.91,3.45,Sideways,Full Retracement,Sudden Upmove to Fade,-0.03284671532846726
680,2.69,2.87,3.59,Sideways,Full Retracement,Sudden Upmove to Fade,-0.11391577295317808
681,6.36,5.3,6.75,Sideways,Medium-Small Retracement,Medium Uptrend then downmove,-0.08411214953271015
682,3.52,2.75,3.68,Sideways,Small Retracement,Medium Downtrend,-0.0807453416149069
683,1.61,1.3,1.62,Downtrending,Barely Retraces,Sudden Downmove,-0.07989085601878299
684,1.7,1.59,1.82,Large Uptrend,Medium Retracement,Sudden Upmove to Fade,-0.038961038961038995
685,1.64,1.7,2.0,Extreme Uptrend,Full Retracement,Sudden Upmove to Fade,-0.03333333333333336
686,1.25,1.3,1.69,Sideways,Full Retracement,Medium Downtrend,-0.03787878787878791
687,5.6,5.0,6.03,Large Uptrend,Medium Retracement,Sudden Upmove to Fade,-0.07511737089201871
688,1.42,1.39,1.63,Extreme Uptrend,Full Retracement,Sudden Upmove to Fade,-0.0107526881720431
689,3.1,3.17,3.8,Slight Uptrend,Full Retracement,Long Downtrend,-0.017964071856287442
690,1.58,1.3,1.7,Slight Downtrend,Medium-Small Retracement,Sudden Upmove to Fade,-0.10060402684563753
691,2.2,1.73,2.84,Extreme Uptrend,Medium Retracement,Long Downtrend,-0.025609631670237745
692,1.54,1.44,1.9,Downtrending,Medium Retracement,Sudden Upmove to Fade,-0.03754266211604106
693,1.57,1.25,1.63,Large Uptrend,Small Retracement,Equal Uptrend/Downtrend,-0.11326860841423937
694,5.05,4.8,5.83,Sideways,Medium Retracement,Equal Uptrend/Downtrend,-0.0031479538300104265
695,2.37,1.43,2.54,Sideways,Barely Retraces,Sudden Downmove,-0.13733905579399153
696,3.14,3.05,3.76,Sideways,Full Retracement,Sudden Upmove to Fade,
697,3.38,2.98,3.48,Large Uptrend,Small-Medium Retracement,Equal Uptrend/Downtrend,-0.0782608695652174
698,1.54,1.64,2.0,Slight Downtrend,Full Retracement,Sudden Upmove to Fade,-0.032958358002763
699,3.08,3.05,3.54,Sideways,Full Retracement,Long Downtrend,-0.019230769230769246
700,4.95,3.55,6.15,Sideways,Medium-Small Retracement,Sudden Upmove to Fade,-0.07989228007181345
701,5.75,4.88,6.25,Sideways,Medium-Small Retracement,Sudden Upmove to Fade,-0.039274924471299155
702,1.35,1.19,1.49,Large Uptrend,Medium Retracement,Equal Uptrend/Downtrend,-0.015503875968992262
703,2.7,2.4,2.87,Slight Downtrend,Medium-Small Retracement,Long Downtrend,-0.006667115630682213
704,1.82,1.54,2.01,Slight Downtrend,Medium-Small Retracement,Sudden Upmove to Fade,-0.11627906976744183
705,2.08,2.18,2.88,Sideways,Full Retracement,Sudden Upmove to Fade,
706,1.84,1.2,2.15,Extreme Uptrend,Small-Medium Retracement,Medium Downtrend,-0.06250000000000006
707,2.75,2.23,3.28,Sideways,Medium Retracement,Equal Uptrend/Downtrend,-0.05255040211523631
708,2.14,2.06,2.41,Large Uptrend,Medium Retracement,Sudden Upmove to Fade,-0.029241150704392115
709,1.2,1.22,1.4116,Sideways,Full Retracement,Long Downtrend,-0.01752327883275886
710,1.2,0.371,1.32,Sideways,Barely Retraces,Medium Uptrend then downmove,-0.30909090909090914
711,1.79,1.7,2.19,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.06778614643783178
712,5.16,4.15,5.54,Sideways,Medium-Small Retracement,Equal Uptrend/Downtrend,-0.09368249938762332
713,1.25,1.15,1.4,Sideways,Medium Retracement,Sudden Upmove to Fade,
714,1.6,0.848,2.52,Sideways,Small-Medium Retracement,Long Downtrend,-0.09278350515463915
715,2.27,2.2,2.62,Uptrending,Full Retracement,Long Downtrend,-0.0772833723653395
716,1.78,1.6,2.3,Large Uptrend,Medium Retracement,Sudden Upmove to Fade,-0.15869429354357956
717,1.91,1.65,2.75,Large Uptrend,Medium Retracement,Medium Downtrend,-0.08026308753542598
718,1.46,1.06,1.55,Uptrending,Small Retracement,Medium Downtrend,-0.030075187969924838
719,7.25,4.9,7.96,Sideways,Small Retracement,Sudden Upmove to Fade,-0.005502884041636263
720,10.45,9.65,11.15,Extreme Uptrend,Medium Retracement,Medium Downtrend,-0.10040983606557381
721,1.64,1.47,1.82,Large Uptrend,Medium Retracement,Medium Downtrend,-0.00940438871473348
722,1.44,1.18,2.04,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.08536585365853654
723,1.98,1.8,2.15,Sideways,Medium Retracement,Long Downtrend,-0.002570694087403658
724,1.63,0.86,1.84,Sideways,Small Retracement,Medium Uptrend then downmove,-0.03947368421052635
725,4.16,3.84,4.4375,Sideways,Medium Retracement,Equal Uptrend/Downtrend,-0.024752475247524774
726,7.23,6.57,7.69,Extreme Uptrend,Medium Retracement,Medium Downtrend,-0.0526315789473685
727,4.12,1.88,4.4966,Slight Uptrend,Barely Retraces,Sudden Downmove,-0.08022922636103158
728,1.25,1.18,1.45,Slight Downtrend,Medium Retracement,Sudden Upmove to Fade,-0.042145593869731754
729,4.1,3.6,4.32,Large Uptrend,Medium-Small Retracement,Sudden Downmove,-0.0926724137931034
730,2.35,2.3599,2.83,Slight Uptrend,Full Retracement,Long Downtrend,-0.03345724907063192
731,2.34,2.42,2.75,Uptrending,Full Retracement,Sudden Upmove to Fade,
732,6.7,5.78,7.3,Downtrending,Medium-Small Retracement,Medium Uptrend then downmove,-0.043775649794801565
733,2.38,1.94,2.39,Slight Downtrend,Barely Retraces,Sudden Downmove,-0.038374717832957095
734,6.11,5.71,7.28,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.03363914373088681
735,1.5,1.42,1.9,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.019124335580031744
736,5.51,4.85,7.3,Sideways,Medium Retracement,Medium Downtrend,-0.10022779043280172
737,2.47,4.45,5.24,Slight Uptrend,Back to where it came from,Sudden Upmove to Fade,-0.09624474107931233
738,1.41,1.24,1.52,Large Uptrend,Medium-Small Retracement,Equal Uptrend/Downtrend,-0.03780589438593837
739,30.2,25.15,31.1,Extreme Uptrend,Small Retracement,Sudden Downmove,-0.1284226764365599
740,1.36,1.26,1.47,Sideways,Medium Retracement,Equal Uptrend/Downtrend,-0.08108108108108107
741,1.35,1.15,1.45,Slight Downtrend,Medium-Small Retracement,Sudden Downmove,-0.03313253012048189
742,4.3,4.09,4.71,Large Uptrend,Medium Retracement,Long Downtrend,-0.04921700223713641
743,3.2,3.1,3.74,Slight Downtrend,Full Retracement,Long Downtrend,-0.12705530642750382
744,2.17,1.95,3.61,Large Uptrend,Medium Retracement,Sudden Upmove to Fade,-0.13983050847457631
745,1.89,1.85,2.4,Sideways,Full Retracement,Sudden Upmove to Fade,-0.011375947995666257
746,2.16,2.2,2.7,Sideways,Full Retracement,Long Downtrend,-0.18697478991596633
747,5.62,8.49,10.1,Uptrending,Back to where it came from,Sudden Upmove to Fade,-0.07776032725811749
748,5.05,6.0,7.55,Extreme Uptrend,Full Retracement,Sudden Upmove to Fade,-0.10697026022304831
749,7.35,7.05,8.99,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.029850746268656744
750,3.23,2.82,3.6,Slight Downtrend,Medium Retracement,Sudden Upmove to Fade,-0.0695652173913044
751,7.76,7.5499,8.83,Downtrending,Full Retracement,Sudden Upmove to Fade,-0.07702888583218702
752,3.4,3.62,4.0,Sideways,Full Retracement,Medium Downtrend,-0.050387596899224764
753,2.87,2.8,3.2,Sideways,Full Retracement,Sudden Upmove to Fade,-0.02564102564102558
754,8.86,5.12,11.0,Slight Uptrend,Small-Medium Retracement,Sudden Upmove to Fade,-0.051428571428571476
755,11.36,9.94,14.58,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.28964252978918426
756,13.46,7.0,29.47,Sideways,Small-Medium Retracement,Equal Uptrend/Downtrend,-0.07534246575342457
757,2.7,3.31,3.83,Sideways,Back to where it came from,Sudden Upmove to Fade,
758,5.84,4.55,5.88,Downtrending,Barely Retraces,Sudden Downmove,-0.012204081632653076
759,1.29,0.96,1.62,Slight Downtrend,Medium-Small Retracement,Medium Downtrend,-0.12172727272727284
760,1.38,1.4,1.8,Uptrending,Full Retracement,Sudden Upmove to Fade,-0.18314375143140696
761,3.33,2.89,3.52,Sideways,Medium-Small Retracement,Equal Uptrend/Downtrend,-0.021978021978021997
762,2.36,2.14,2.81,Large Uptrend,Medium Retracement,Sudden Upmove to Fade,-0.07653061224489792
763,8.45,7.77,9.5,Slight Downtrend,Medium Retracement,Long Uptrend then downmove,-0.003973509933774867
764,5.53,4.99,6.2999,Downtrending,Medium Retracement,Sudden Upmove to Fade,-0.024236983842010805
765,1.45,1.5,1.88,Uptrending,Full Retracement,Long Downtrend,-0.10366328916601711
766,5.39,6.51,7.7,Slight Downtrend,Back to where it came from,Sudden Upmove to Fade,-0.20194174757281552
767,6.8,5.99,7.5,Slight Downtrend,Medium Retracement,Sudden Upmove to Fade,-0.04208908416264298
768,6.9,5.51,7.7,Extreme Uptrend,Medium-Small Retracement,Sudden Upmove to Fade,-0.09650349650349656
769,1.71,1.31,1.94,Extreme Uptrend,Medium-Small Retracement,Medium Uptrend then downmove,-0.07834101382488476
770,1.38,1.36,1.6,Sideways,Full Retracement,Sudden Upmove to Fade,-0.022388059701492557
771,2.53,2.4,3.0,Sideways,Medium Retracement,Sudden Upmove to Fade,
772,2.02,2.15,2.84,Extreme Uptrend,Full Retracement,Long Downtrend,-0.11494252873563215
773,3.4,2.99,3.69,Extreme Uptrend,Medium Retracement,Long Downtrend,
774,11.11,8.74,12.99,Extreme Uptrend,Medium-Small Retracement,Medium Downtrend,
775,2.19,2.3,2.4,Slight Downtrend,Back to where it came from,Sudden Upmove to Fade,-0.01913875598086126
776,1.58,1.3,1.69,Extreme Downtrend,Medium-Small Retracement,Sudden Upmove to Fade,-0.0479452054794521
777,1.43,1.36,1.7380000000000002,Slight Downtrend,Medium Retracement,Sudden Upmove to Fade,-0.03731343283582093
778,4.45,4.5,5.39,Slight Uptrend,Full Retracement,Sudden Upmove to Fade,-0.1590007215007215
779,1.94,1.44,2.22,Downtrending,Medium-Small Retracement,Sudden Upmove to Fade,-0.14735336194563667
780,4.3,4.25,5.36,Sideways,Full Retracement,Sudden Upmove to Fade,-0.0022271714922048524
781,2.7,2.41,2.74,Sideways,Small Retracement,Long Downtrend,-0.034246575342465786
782,1.75,1.85,1.98,Sideways,Back to where it came from,Long Downtrend,-0.015706806282722526
783,1.74,1.69,2.06,Downtrending,Full Retracement,Equal Uptrend/Downtrend,-0.2119991045444369
784,1.9,1.62,2.32,Large Uptrend,Medium Retracement,Medium Downtrend,-0.04142011834319517
785,2.54,2.44,2.85,Sideways,Medium Retracement,Medium Downtrend,-0.01356350184956848
786,1.89,1.78,2.09,Large Uptrend,Medium Retracement,Sudden Upmove to Fade,-0.005681818181818187
787,1.23,1.45,1.59,Uptrending,Back to where it came from,Sudden Upmove to Fade,-0.06475390346358097
788,4.72,4.4,6.0,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.018480492813141656
789,10.3,7.25,11.79,Extreme Uptrend,Medium-Small Retracement,Medium Downtrend,-0.054894784995425404
790,3.0,2.31,3.14,Slight Uptrend,Small Retracement,Long Downtrend,-0.031007751937984523
791,1.97,1.63,2.01,Slight Downtrend,Barely Retraces,Medium Downtrend,-0.09191570881226054
792,7.93,7.1,8.99,Slight Downtrend,Medium Retracement,Sudden Upmove to Fade,-0.055786764175226836
793,1.95,1.85,2.21,Sideways,Medium Retracement,Medium Uptrend then downmove,-0.03409090909090912
794,4.76,4.76,5.69,Large Uptrend,Full Retracement,Sudden Upmove to Fade,-0.06293706293706304
795,1.7,1.56,1.7891,Downtrending,Medium Retracement,Sudden Downmove,-0.005988023952095814
796,1.49,1.2,2.51,Slight Downtrend,Medium Retracement,Sudden Upmove to Fade,-0.07812500000000007
797,12.29,11.44,13.65,Uptrending,Medium Retracement,Sudden Upmove to Fade,-0.06041828040278849
798,1.29,1.31,1.46,Downtrending,Full Retracement,Sudden Upmove to Fade,-0.060461070030447935
799,8.5,6.97,8.75,Extreme Uptrend,Small Retracement,Equal Uptrend/Downtrend,-0.07397319969495592
800,17.42,15.5,18.0,Slight Uptrend,Small-Medium Retracement,Equal Uptrend/Downtrend,-0.008109794135995057
801,6.0,4.89,6.4,Extreme Uptrend,Medium-Small Retracement,Equal Uptrend/Downtrend,-0.030303030303030196
802,3.22,2.5,3.49,Slight Downtrend,Small-Medium Retracement,Equal Uptrend/Downtrend,-0.03394255874673626
803,6.1,4.9305,6.0,Slight Downtrend,Barely Retraces,Medium Uptrend then downmove,-0.033955857385398865
804,1.91,1.73,2.23,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.043997827267789225
805,1.81,2.08,2.68,Sideways,Full Retracement,Sudden Upmove to Fade,-0.11855670103092783
806,1.75,1.82,2.07,Sideways,Full Retracement,Sudden Upmove to Fade,-0.02657509704389382
807,4.75,3.86,4.85,Large Uptrend,Barely Retraces,Sudden Downmove,-0.01942940346726141
808,11.41,11.05,13.25,Slight Downtrend,Full Retracement,Sudden Upmove to Fade,-0.03253973773481396
809,3.93,3.79,4.38,Slight Downtrend,Medium Retracement,Sudden Upmove to Fade,-0.07692307692307698
810,1.24,1.22,1.41,Sideways,Full Retracement,Sudden Upmove to Fade,
811,5.11,4.89,5.65,Uptrending,Medium Retracement,Sudden Upmove to Fade,-0.04761904761904756
812,1.39,1.5,1.51,Slight Downtrend,Back to where it came from,Sudden Upmove to Fade,-0.07194244604316538
813,2.33,2.06,2.45,Slight Uptrend,Medium-Small Retracement,Sudden Upmove to Fade,-0.05982905982905969
814,1.05,1.01,1.2,Sideways,Medium Retracement,Medium Downtrend,-0.018867924528301903
815,2.22,2.09,2.48,Slight Downtrend,Medium Retracement,Sudden Upmove to Fade,-0.09564684242795833
816,1.3,1.25,1.35,Sideways,Medium Retracement,Sudden Upmove to Fade,-0.05698396066736519
817,1.42,1.2,2.21,Downtrending,Medium Retracement,Sudden Upmove to Fade,-0.30584192439862545
818,14.99,12.94,15.15,Sideways,Barely Retraces,Medium Downtrend,-0.01494802494802495
819,1.7,1.5,2.14,Downtrending,Medium Retracement,Sudden Upmove to Fade,-0.012820512820512832
